종목코드,종목명,YMD,Y,M,Q,YM,YQ,재무제표구분코드,재무제표구분코드명,기업매출금액,기업영업이익,포괄손익계산금액,기업당기순이익,기업총자산금액,기업총부채금액,기업총자본금액,기업자본금액,재무제표부채비율
002240,고려제강,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1550456862874,38829615701,43143461954,22450876891,2400558034462,942258810566,1458299223896,18000000000,64.6135439919
002240,고려제강,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,459185338963,22034609177,26508789573,18868400180,1381863487301,319316310484,1062547176817,18000000000,30.0519654516
002240,고려제강,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1577235683490,38019482740,7887008927,1876026611,2387466225171,930387768936,1457078456235,20000000000,63.8529630958
002240,고려제강,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,467174936522,26658070509,21877492327,19244519266,1374719466841,299837917051,1074881549790,20000000000,27.8949729028
002240,고려제강,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1639715935474,31651436724,18328610455,6058331604,2353652421041,871783823083,1481868597958,20000000000,58.8300355567
002240,고려제강,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,495658415989,30148853454,27597921112,20207605954,1403851193770,321111828612,1082739365158,20000000000,29.6573523551
010690,화신,2000-12-31,2000,12,4,2000-12,2000-4,110,요약연결재무제표,171561000000,4216000000,5745000000,4825000000,114224000000,51454000000,62770000000,14000000000,81.97
010690,화신,2001-12-31,2001,12,4,2001-12,2001-4,110,요약연결재무제표,161059000000,5795000000,9295000000,7159000000,107911000000,38966000000,68945000000,14000000000,56.52
010690,화신,2002-12-31,2002,12,4,2002-12,2002-4,110,요약연결재무제표,180331000000,6413000000,9972000000,8346000000,115536000000,38846000000,76690000000,14000000000,50.65
010690,화신,2003-12-31,2003,12,4,2003-12,2003-4,110,요약연결재무제표,197108000000,11039000000,14593000000,11315000000,139192000000,51692000000,87500000000,14000000000,59.08
010690,화신,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1251698928140,19196753265,-13769919518,-24566392940,900499508379,537143203824,363356304555,0,147.8282328091
010690,화신,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,596770346285,5806758811,46108157344,41153619221,649627539022,207394470805,442233068217,0,46.8970969632
010690,화신,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1249725574186,46163682929,59021088901,48217843737,964142090284,570297225742,393844864542,0,144.8025040025
010690,화신,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,550942356010,8854898654,46005739099,39760172673,685107273532,245069062384,440038211148,0,55.6926776301
010690,화신,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1066933942166,-22843417366,-47751921266,-30941150066,846408268927,493666261789,352742007138,17460205000,139.9510837381
010690,화신,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,495431884215,-22350272935,-42695010072,-24948000291,575544521149,171459657484,404084863665,17460205000,42.4315961575
005740,크라운해태홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1204012617990,87438754603,58540641126,43214538977,1121569713892,818119254798,303450459094,7822695000,269.6055419526
005740,크라운해태홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,430980190953,37967522265,33110916542,25846318727,526896368357,233209274924,293687093433,7822695000,79.4073965587
005740,크라운해태홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1188834513181,65925319539,55660473717,44592982983,1177800258435,772938940948,404861317487,7822695000,190.9144953007
005740,크라운해태홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,418060902367,28268663188,22264098308,17212083400,570432942519,264032785898,306400156621,7822695000,86.1725362055
005740,크라운해태홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1002111627849,34196284092,177162333423,175348448570,1311341477303,818364713392,492976763911,7724036500,166.0047234072
005740,크라운해태홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,12955222731,2281323291,539849976,170816244831,355141412098,61544381604,293597030494,7724036500,20.9621948493
005740,크라운해태홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1092084363826,41544954339,17274715412,10819579466,1286504595536,792811177211,493693418325,7724036500,160.5877550284
005740,크라운해태홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,18172593653,7649436796,6137056642,6080749692,357022501149,59427556876,297594944273,7724036500,19.969276367
005740,크라운해태홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1055213955309,39432521566,-8273413643,-22509197937,1238166154288,778259311904,459906842384,7724036500,169.2210770055
005740,크라운해태홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,17119663181,5171440348,-19856817586,-22205526577,335836913302,61805882094,274031031208,7724036500,22.5543369382
001630,종근당홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,221832028453,28182085922,32970147307,30557582142,501005738992,119764247860,381241491132,0,31.4142743237
001630,종근당홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,14135762000,9665422022,71716059109,55166702667,271888579743,16567174963,255321404780,0,6.4887528632
001630,종근당홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,335675556276,23050478627,48882046678,42855759892,705665534663,157641017715,548024516948,0,28.7653221416
001630,종근당홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,13217614808,8363761127,12190822104,10360187051,315022665758,2181414050,312841251708,0,0.6972910504
001630,종근당홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,450735117692,43495867454,79240591857,67418298119,818863626149,178669236610,640194389539,12524652500,27.9085914418
001630,종근당홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,0,7566792621,7612223673,6042849655,335052534661,4716514217,330336020444,12524652500,1.4277928912
001630,종근당홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,531114469555,53715501316,67390654090,52811111653,871435736285,200656994251,670778742034,12524652500,29.9140359819
001630,종근당홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,0,14194584057,18563989290,16004984370,346490424727,2748975679,0,12524652500,100.0
001630,종근당홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,720644043389,86159910151,98114483307,79329792644,1074739604962,334674173711,740065431251,12524652500,45.2222411126
001630,종근당홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,16700766542,10163776454,11025286611,10114110688,376342710191,28965654097,347377056094,12524652500,8.3383901121
007700,F&F 홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,370012003493,18759338369,16752773867,12440487741,333443952379,133805035509,199638916870,7700000000,67.023523072
007700,F&F 홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,369783642887,18701213900,15833119611,11675406089,327918309554,133954834175,193963475379,7700000000,69.0618859624
007700,F&F 홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,438979655023,45621234800,41052254135,30227910011,305575468102,78869952091,226705516011,7700000000,34.7896043637
007700,F&F 홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,438729919242,44935338820,46623521238,34947509413,304434808717,78670288839,225764519878,7700000000,34.8461701961
007700,F&F 홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,560518176995,98114788006,99479191076,74887835979,400094844688,104139437860,295955406828,7700000000,35.1875436155
007700,F&F 홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,560952332180,97887231751,99205566893,74706935942,399368973314,104272688593,295096284721,7700000000,35.335141102
007700,F&F 홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,668726803157,91518414427,140956402703,109298573593,495832731537,101042339912,394790391625,7700000000,25.5939207376
007700,F&F 홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,646028073317,91239443791,138349410717,106608315239,487248982456,96434424108,390814558348,7700000000,24.6752384342
007700,F&F 홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,910336565120,150736275367,150973797479,109943278059,684437158364,200705198778,483731959586,7700000000,41.490994093
007700,F&F 홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,885117752908,159050138819,160665020495,118422729848,657338363456,167537418444,489800945012,7700000000,34.2052052268
007860,서연,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,3065762344721,137233696828,127779549309,94183693254,2595484128566,1614705533576,980778594990,0,164.635070731
007860,서연,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,5536746050,2458789719,3264174757,3056011448,309640711083,2100741296,307539969787,0,0.6830791124
007860,서연,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,3188334589765,126836326414,170155647734,132366474007,2933486633807,1861456610150,1072030023657,0,173.6384773814
007860,서연,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,9658394034,2861242378,30253067630,31093533535,354821453731,9588237471,345233216260,0,2.7773218275
007860,서연,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,2913241966054,-25756564230,-91322516275,-22172449980,2767655963734,1767655485873,1000000477861,11739922000,176.765464118
007860,서연,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,11612027914,2628931751,-61267995,3148899,355119211378,13199860782,341919350596,11739922000,3.8605187916
007860,서연,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,2852528433021,7028656903,-16356924341,-43187388264,2696306676216,1746036488433,950270187783,11739922000,183.7410571099
007860,서연,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,13968974005,1925325850,1986822839,1304739865,356717196390,15669866494,341047329896,11739922000,4.594631044
007860,서연,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,2202639857985,33214660913,-48219844715,-95326225697,2215361999525,1410355863136,805006136389,11739922000,175.1981505958
007860,서연,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,15246042694,2572869644,-41237692022,-40964730930,308303030585,9354110565,298948920020,11739922000,3.1289996179
383220,F&F,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,1089172086930,322683779494,322533081639,231925929728,1146494709343,599071742826,547422966517,3830707500,109.4348939427
383220,F&F,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,1081845593257,368305263484,369915729010,267596187446,1073133609361,485161176132,587972433229,3830707500,82.51427256
019170,신풍제약,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,195950486358,4235609236,2165476530,1476677921,410730239925,215868889258,194861350667,0,110.7807620747
019170,신풍제약,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,185478014927,3725437863,1559623724,1136528865,402538945514,214283545113,188255400401,0,113.8259750618
019170,신풍제약,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,194147337499,9568467815,-3703166743,-18598232774,416488337987,199639525482,216848812505,0,92.063923789
019170,신풍제약,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,182275831595,9000764284,-3074256467,-17556296183,409351885350,198127808713,211224076637,0,93.7998223818
019170,신풍제약,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,184998400345,7814725455,1700923243,920178794,385613542864,175500790902,210112751962,27592495000,83.5269583893
019170,신풍제약,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,175637535813,7208399336,-2153811073,-1956061833,379060396153,174107389693,204953006460,27592495000,84.9499076399
019170,신풍제약,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,187389168035,7752620245,5182318501,2813654494,380953319489,173471103070,207482216419,27592495000,83.6076971145
019170,신풍제약,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,177007947332,6030657400,3082980248,1261135426,378458426731,172914485128,205543941603,27592495000,84.1253134388
019170,신풍제약,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,189721696062,5602147272,7118611894,5394986670,380113703681,170985479002,209128224679,27592495000,81.7610723108
019170,신풍제약,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,180095840301,4496197591,5877421225,4424259963,378480458363,170364928411,208115529952,27592495000,81.8607474657
241590,화승엔터프라이즈,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,640234067746,43832661534,43030172767,34935211727,436691157035,243901451673,192789705362,0,126.5116574638
241590,화승엔터프라이즈,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,35967805991,34999688932,35821794199,34673265323,192875846521,1279746578,191596099943,0,0.667939785
241590,화승엔터프라이즈,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,768224189587,58540854159,52839334902,41613967221,626784092861,365313148883,261470943978,15134167500,139.7146250077
241590,화승엔터프라이즈,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,0,42594824018,41815127545,41455935323,270034796812,12927669015,257107127797,15134167500,5.0281254844
241590,화승엔터프라이즈,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,879226467059,40300046596,23111187297,17078475062,760455511393,477331505760,283124005633,30268335000,168.5945014421
241590,화승엔터프라이즈,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,0,3462879474,4118439939,3042281933,225504883821,25870206361,199634677460,30268335000,12.9587738414
241590,화승엔터프라이즈,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1201591250778,85444433017,78092218893,65186144022,978863217935,611401224702,367461993233,30268335000,166.3848876785
241590,화승엔터프라이즈,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,0,5931919321,6430295601,6098777192,240826503996,36118642534,204707861462,30268335000,17.643993873
241590,화승엔터프라이즈,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_ConsolidatedMember,연결요약재무제표,1115756451023,62460806344,48700596818,41458632241,1154956254214,617494951325,537461302889,30268335000,114.8910531802
