기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도
텔코웨어,078000,B이하,B,B이하,B이하,2014
티비에이치글로벌,,B이하,B,B이하,B이하,2014
풀무원,017810,B+,A,A,B이하,2014
폴루스바이오팜,,B이하,C,B이하,B이하,2014
포스코플랜텍,,B이하,C,A,B이하,2014
포스코대우,,B+,B+,B+,B이하,2014
포스코강판,,B이하,B,B이하,B+,2014
포스코,,A,A+,A,B+,2014
평화산업,090080,B이하,B,B이하,B이하,2014
풍산홀딩스,005810,B이하,B,B이하,B이하,2014
페이퍼코리아,001020,B이하,C,B이하,B이하,2014
퍼시스,016800,B이하,B,B이하,B+,2014
퍼스텍,010820,B이하,B,B이하,B이하,2014
팜스코,036580,B이하,C,B이하,B이하,2014
파브코,,B이하,C,B이하,B이하,2014
파미셀,005690,B이하,B,B이하,B이하,2014
팀스,,B이하,C,B이하,B이하,2014
티웨이홀딩스,004870,B이하,C,B이하,B이하,2014
태평양물산,007980,B이하,B,B이하,B이하,2014
태원물산,001420,B이하,C,B이하,B이하,2014
코스모화학,005420,B이하,B,B이하,B+,2014
디아이,003160,B이하,C,B이하,B이하,2014
크라운해태홀딩스,005740,B이하,B,B이하,B이하,2014
태영건설,009410,B+,B+,B+,B+,2014
태양금속공업,,B이하,B,B이하,B+,2014
태림포장,011280,B이하,C,B이하,B이하,2014
태광산업,003240,B이하,C,B이하,B이하,2014
태경화학,,B이하,C,B이하,B이하,2014
태경산업,015890,B이하,C,B이하,B이하,2014
키위미디어그룹,,B이하,D,B이하,B이하,2014
키움증권,039490,B이하,B+,B이하,B이하,2014
콤텍시스템,031820,B이하,C,B이하,B이하,2014
풍산,103140,B+,B+,B이하,B+,2014
코웨이,021240,B+,B,A,A,2014
코오롱플라스틱,138490,B+,B+,B+,B+,2014
코오롱인더,120110,B+,B+,B이하,B+,2014
코오롱머티리얼,,B이하,C,B이하,B이하,2014
코오롱글로벌,003070,B이하,B,B이하,B이하,2014
코오롱,002020,B이하,B,B이하,B이하,2014
코스맥스비티아이,044820,B이하,B,B이하,B이하,2014
코리아써키트,007810,B이하,B,B이하,B+,2014
윌비스,008600,B이하,B,B이하,B이하,2014
케이씨,029460,B이하,B,B이하,B이하,2014
유나이티드,,B이하,B,B이하,B이하,2014
카프로,006380,B이하,C,B이하,B+,2014
케이티앤지,,A,A+,A,B+,2014
케이티스카이라이프,,B이하,B,B이하,B이하,2014
케이티스,,B이하,B+,B이하,B이하,2014
케이티,,A,A+,B+,A,2014
케이씨티시,,B이하,B,B이하,B이하,2014
케이씨씨,,B+,B+,B이하,B+,2014
케이비증권,,B이하,B,B이하,B이하,2014
지코,,B이하,B,B이하,B이하,2014
체시스,033250,B이하,C,B이하,B이하,2014
진양산업,003780,B이하,C,B이하,B이하,2014
청호컴넷,,B이하,C,B이하,B이하,2014
천일고속,000650,B이하,C,B이하,B이하,2014
참엔지니어링,009310,B이하,B,B이하,B이하,2014
진흥기업,002780,B이하,D,B이하,B+,2014
진원생명과학,011000,B이하,C,B이하,B이하,2014
진양화학,051630,B이하,B,B이하,B이하,2014
진도,088790,B이하,C,B이하,B이하,2014
전방,000950,B이하,B,B이하,B이하,2014
동국제강,001230,B+,B+,B이하,B+,2014
조일알미늄,018470,B이하,B,B이하,B이하,2014
인터지스,129260,B이하,C,B이하,B이하,2014
조선내화,000480,B이하,B,B이하,B이하,2014
지역난방공사,071320,B+,A,B+,B+,2014
지엠비코리아,013870,B이하,B+,B이하,B이하,2014
주연테크,044380,B이하,C,B이하,B이하,2014
종근당홀딩스,001630,B이하,B,B이하,B이하,2014
종근당바이오,063160,B이하,C,B이하,B이하,2014
조흥,002600,B이하,B,B이하,B이하,2014
조선선재,120030,B이하,C,B이하,B이하,2014
제일기획,030000,B이하,B,B이하,B이하,2014
조비,001550,B이하,C,B이하,B이하,2014
지투알,035000,B이하,B+,B이하,B이하,2014
조광피혁,004700,B이하,B,B이하,B이하,2014
조광페인트,004910,B이하,C,B이하,B이하,2014
제주은행,006220,B+,A,B이하,B이하,2014
제일파마홀딩스,002620,B이하,B,B이하,B이하,2014
제일연마,001560,B이하,B,B이하,B이하,2014
제일모직,,A,B+,A,A,2014
진양홀딩스,100250,B이하,B,B이하,B이하,2014
진양폴리우레탄,,B이하,B,B이하,B이하,2014
자화전자,033240,B이하,B,B이하,B+,2014
일성신약,003120,B이하,B,B이하,B이하,2014
이스타코,015020,B이하,C,B이하,B이하,2014
이아이디,093230,B이하,C,B이하,B이하,2014
일진디스플,020760,B이하,C,B이하,B이하,2014
일진다이아,081000,B이하,C,B이하,B이하,2014
일정실업,008500,B이하,B,B이하,B이하,2014
일양약품,007570,B이하,B,B이하,B이하,2014
일신석재,007110,B이하,C,B이하,B이하,2014
일신방직,003200,B이하,B+,B이하,B이하,2014
일성건설,013360,B이하,C,B이하,B이하,2014
일진홀딩스,015860,B이하,C,B이하,B이하,2014
일동홀딩스,000230,B이하,C,B이하,B이하,2014
대원전선,006340,B이하,C,B이하,B이하,2014
인천도시가스,034590,B이하,B,B이하,B이하,2014
인지컨트롤스,023800,B이하,C,B이하,B이하,2014
인스코비,006490,B이하,D,B이하,B이하,2014
인디에프,014990,B이하,B,B이하,B이하,2014
이화산업,000760,B이하,C,B이하,B이하,2014
이월드,084680,B이하,C,B이하,B이하,2014
이수화학,005950,B이하,C,B이하,B+,2014
이수페타시스,007660,B이하,C,B이하,B+,2014
유니드,014830,B이하,B,B이하,B이하,2014
유니온,000910,B이하,B,B이하,B이하,2014
유엔젤,072130,B이하,C,B이하,B이하,2014
이마트,139480,A,B+,B+,A+,2014
이구산업,025820,B이하,B,B이하,B+,2014
이건산업,008250,B이하,B,B이하,B이하,2014
율촌화학,008730,B이하,B,B이하,B이하,2014
유화증권,003460,B이하,C,B이하,B이하,2014
유한양행,000100,B+,B,B+,B+,2014
유진증권,,B이하,B,B이하,B이하,2014
유유제약,000220,B이하,B,B이하,B이하,2014
유양디앤유,,B이하,B,B이하,B이하,2014
일진머티리얼즈,020150,B이하,B,B이하,B+,2014
유안타증권,003470,B이하,C,B이하,B이하,2014
유수홀딩스,000700,B이하,B,B+,B이하,2014
유성기업,002920,B이하,C,B이하,B이하,2014
유니퀘스트,077500,B이하,B,B이하,B이하,2014
유니온스틸,,B이하,B,B이하,B+,2014
유니온머티리얼,047400,B이하,C,B이하,B이하,2014
웅진에너지,,B+,B,B이하,A,2014
동남합성,023450,B이하,C,B이하,B이하,2014
대원제약,003220,B이하,B+,B이하,B이하,2014
우성사료,,B이하,B,B이하,B이하,2014
동아쏘시오홀딩스,000640,B이하,B,B이하,B이하,2014
영진약품,003520,B이하,B,B이하,B이하,2014
우리들제약,,B이하,C,B이하,B이하,2014
동원수산,030720,B이하,C,B이하,B이하,2014
웅진씽크빅,095720,B이하,B,B+,B이하,2014
우진플라임,049800,B이하,B,B이하,B이하,2014
우진,105840,B이하,B,B이하,B이하,2014
우신시스템,017370,B이하,C,B이하,B이하,2014
우리종금,010050,B이하,C,B이하,B이하,2014
동일고무벨트,163560,B이하,C,B이하,B이하,2014
우리들휴브레인,,B이하,D,B이하,B이하,2014
우리금융지주,316140,A,A+,A,B+,2014
영풍,000670,B이하,C,B이하,B+,2014
와이비로드,,B이하,C,B이하,B이하,2014
오리온홀딩스,001800,B이하,B,B이하,B이하,2014
오리엔트바이오,002630,B이하,C,B이하,B이하,2014
오뚜기,007310,B이하,C,B이하,B+,2014
예스코,,B+,B+,A,B이하,2014
영원무역,111770,B이하,B,B이하,B이하,2014
영원무역홀딩스,009970,B이하,C,B이하,B이하,2014
동방,004140,B이하,C,B이하,B이하,2014
에이프로젠KIC,,B이하,D,B이하,B이하,2014
엔피씨,,B이하,C,B이하,B이하,2014
광명전기,017040,B이하,C,B이하,B이하,2014
에쓰씨엔지니어링,023960,B이하,C,B이하,B이하,2014
영보화학,014440,B이하,C,B이하,B이하,2014
엔케이물산,,B이하,C,B이하,B이하,2014
엔케이,085310,B이하,B,B이하,B이하,2014
엔씨소프트,036570,B이하,B+,B이하,B이하,2014
에이프로젠제약,003060,B이하,C,B이하,B이하,2014
에이엔피,015260,B이하,C,B이하,B이하,2014
동일방직,,B이하,B,B이하,B이하,2014
에이블씨엔씨,078520,B이하,B,B이하,B이하,2014
동일제지,,B이하,C,B이하,B이하,2014
에스제이엠홀딩스,,B이하,B,B이하,B이하,2014
에스제이엠,,B이하,B,B이하,B이하,2014
에스원,012750,B이하,B,B+,B이하,2014
두산,000150,A,A,A,A,2014
동화약품,000020,B이하,B,B이하,B이하,2014
동일산업,004890,B이하,B,B이하,B+,2014
영흥철강,,B이하,B,B이하,B이하,2014
영화금속,012280,B이하,C,B이하,B이하,2014
영풍제지,006740,B이하,C,B이하,B이하,2014
동양물산기업,,B이하,B,B이하,B이하,2014
덕양산업,024900,B이하,C,B이하,B이하,2014
도레이케미칼,,B+,B,B+,B+,2014
도화엔지니어링,002150,B이하,B,B이하,B이하,2014
동국실업,,B이하,C,B이하,B이하,2014
동원F&B,049770,B이하,C,B이하,B이하,2014
동원,,B이하,C,B이하,B이하,2014
동양철관,008970,B이하,C,B이하,B이하,2014
동양생명,082640,B이하,B+,B이하,B이하,2014
동양고속,084670,B이하,B,B이하,B이하,2014
동원시스템즈,014820,B이하,C,B이하,B이하,2014
동아지질,028100,B이하,B,B이하,B이하,2014
동아에스텍,,B이하,B+,B이하,B이하,2014
동성화학,,B이하,B,B이하,B이하,2014
동성코퍼레이션,,B이하,B,B이하,B이하,2014
동성제약,002210,B이하,C,B이하,B이하,2014
동부제철,,B이하,B,B이하,B+,2014
동부건설,005960,B이하,B,B이하,B이하,2014
동방아그로,007590,B이하,B,B이하,B이하,2014
대원화성,024890,B이하,B,B이하,B+,2014
대유에이텍,002880,B이하,C,B이하,B이하,2014
대유플러스,000300,B이하,C,B이하,B+,2014
대창,012800,B이하,C,B이하,B+,2014
대한제분,001130,B이하,C,B이하,B이하,2014
동원산업,006040,B이하,B,B이하,B이하,2014
대한제당,001790,B이하,B,B이하,B이하,2014
덕성,004830,B이하,C,B이하,B이하,2014
더존비즈온,012510,B이하,C,B이하,B이하,2014
대호에이엘,069460,B이하,C,B이하,B+,2014
대현,016090,B이하,B+,B이하,B이하,2014
대한화섬,003830,B이하,B,B이하,B이하,2014
대한해운,005880,B이하,D,B이하,B이하,2014
대한항공,003490,B+,B+,A,B+,2014
원림,005820,B이하,C,B이하,B이하,2014
대한제강,084010,B이하,B,B이하,B+,2014
동원금속,018500,B이하,C,B이하,B이하,2014
대한전선,001440,B이하,C,B이하,B+,2014
대한유화,006650,B이하,C,B이하,B+,2014
대한방직,001070,B이하,B,B이하,B이하,2014
대창단조,015230,B이하,B,B이하,B이하,2014
이연제약,102460,B이하,B,B이하,B이하,2014
일진전기,103590,B이하,C,B이하,B이하,2014
노루홀딩스,000320,B이하,B,B이하,B이하,2014
대신증권,003540,B이하,B+,B이하,B이하,2014
TCC동양,,B이하,C,B이하,B이하,2014
대성합동지주,,B이하,B,B이하,B이하,2014
대웅,003090,B이하,C,B이하,B이하,2014
대우조선해양,042660,B+,B+,B이하,B+,2014
대우부품,009320,B이하,C,B이하,B이하,2014
대우건설,047040,B이하,D,A,A,2014
대영포장,014160,B이하,C,B이하,B이하,2014
대양금속,009190,B이하,C,B이하,B이하,2014
대성홀딩스,016710,B이하,B,B이하,B이하,2014
대교,019680,B+,A+,B이하,B이하,2014
대성에너지,117580,B이하,B,B이하,B이하,2014
대덕전자,353200,B+,B,B+,B+,2014
대성산업,128820,B이하,B,B이하,B+,2014
대상홀딩스,084690,B이하,B,B이하,B이하,2014
대상,001680,B이하,C,B이하,B이하,2014
대림통상,006570,B이하,B,B이하,B이하,2014
대원강업,000430,B이하,B,B이하,B+,2014
대림비앤코,,B이하,C,B이하,B이하,2014
대덕GDS,,B이하,B,B이하,B+,2014
나노메딕스,,B이하,B,B이하,B이하,2014
대동공업,,B이하,C,B이하,B이하,2014
녹십자,006280,B이하,B,B이하,B이하,2014
대웅제약,069620,B이하,B,B이하,B이하,2014
노루페인트,090350,B이하,B,B이하,B+,2014
대경기계기술,,B이하,B,B이하,B이하,2014
다우인큐브,,B이하,C,B이하,B이하,2014
다우기술,023590,B이하,C,B이하,B이하,2014
농심홀딩스,072710,B이하,C,B이하,B이하,2014
농심,004370,B이하,B,B이하,B+,2014
녹십자홀딩스,005250,B이하,B,B이하,B이하,2014
코리안리,003690,B이하,A,B이하,B이하,2014
남선알미늄,008350,B이하,C,B이하,B이하,2014
넥솔론,,B이하,B+,B이하,B이하,2014
대구백화점,006370,B이하,B,B이하,B이하,2014
넥센타이어,002350,B이하,B,B이하,B+,2014
넥센,005720,B이하,B,B이하,B이하,2014
남해화학,025860,B이하,B,B이하,B+,2014
남영비비안,,B이하,B,B이하,B이하,2014
남양유업,003920,B이하,C,B이하,B이하,2014
남성,004270,B이하,C,B이하,B이하,2014
대동전자,008110,B이하,C,B이하,B이하,2014
깨끗한나라,004540,B이하,B,B이하,B+,2014
SK텔레콤,017670,A,A+,B+,A,2014
금비,008870,B이하,C,B이하,B이하,2014
골든브릿지증권,,B이하,B,B이하,B이하,2014
광동제약,009290,B이하,C,B이하,B이하,2014
기신정기,092440,B이하,B+,B이하,B이하,2014
금호타이어,073240,B+,B+,B+,A,2014
금호전기,001210,B이하,B,B이하,B이하,2014
금호석유화학,,B+,B,B+,B+,2014
금호산업,,B+,B,B+,B+,2014
금양,001570,B이하,B,B이하,B이하,2014
금강공업,014280,B이하,B,B이하,B이하,2014
고려아연,010130,B+,B+,B이하,B+,2014
극동유화,014530,B이하,C,B이하,B이하,2014
국제약품,002720,B이하,B,B이하,B이하,2014
국보,001140,B이하,C,B이하,B이하,2014
국동,005320,B이하,B,B이하,B이하,2014
국도화학,007690,B이하,C,B이하,B+,2014
교보증권,030610,B이하,B,B이하,B이하,2014
광주신세계,037710,B이하,B,B+,B이하,2014
광전자,017900,B이하,B,B이하,B이하,2014
고려제강,002240,B이하,B,B이하,B이하,2014
WISCOM,024070,B이하,B,B이하,B이하,2014
까뮤이앤씨,013700,B이하,C,B이하,B이하,2014
경방,000050,B이하,B,B이하,B이하,2014
기업은행,024110,B+,B+,B+,B+,2014
경동나비엔,009450,B이하,C,B이하,B이하,2014
고려산업,002140,B이하,B,B이하,B이하,2014
고려개발,,B이하,C,B이하,B이하,2014
계양전기,012200,B이하,B,B이하,B이하,2014
계룡건설산업,,B이하,B,B이하,B이하,2014
경인전자,009140,B이하,B,B이하,B이하,2014
경인양행,012610,B이하,B,B이하,B이하,2014
경동인베스트,012320,B이하,C,B이하,B이하,2014
YG PLUS,037270,B이하,C,B이하,B이하,2014
경농,002100,B이하,C,B이하,B이하,2014
기아자동차,,B+,B+,A,B+,2014
경남에너지,,B이하,B,B이하,B이하,2014
경남기업,,B이하,C,B이하,B이하,2014
갤럭시아에스엠,011420,B이하,C,B이하,B이하,2014
강원랜드,035250,B+,B+,A,B+,2014
강남제비스코,000860,B이하,B,B이하,B이하,2014
가온전선,000500,B이하,B,B+,B이하,2014
SPC삼립,005610,B이하,C,B이하,B이하,2014
대림산업,,A,A,A,A,2014
GS건설,006360,A,B+,A,A,2014
SK,034730,A,B,A,A+,2014
SIMPAC,009160,B이하,B,B이하,B이하,2014
SK증권,001510,B이하,B+,B+,B이하,2014
SK이노베이션,096770,B+,B,A,A,2014
SK디스커버리,006120,B+,B+,B+,B+,2014
SK네트웍스,001740,B+,B+,A,B이하,2014
SK가스,018670,B+,B+,B+,B이하,2014
SKC,011790,A,B+,A,A,2014
SK,034730,B이하,C,B+,B이하,2014
SH에너지화학,002360,B이하,C,B이하,B이하,2014
OCI,010060,B+,B+,A,B+,2014
S&TC,,B이하,B,B이하,B이하,2014
SG충방,,B이하,C,B이하,B이하,2014
SG세계물산,004060,B이하,C,B이하,B이하,2014
SBS미디어홀딩스,,B이하,B,B이하,B이하,2014
SBS,034120,B이하,B+,B이하,B이하,2014
S-Oil,010950,A+,A+,A,A+,2014
S&T홀딩스,,B이하,B,B이하,B이하,2014
S&T중공업,,B이하,B,B이하,B+,2014
SK하이닉스,000660,B+,B,A,B+,2014
NICE,034310,B이하,B,B이하,B이하,2014
KTcs,058850,B이하,B,B이하,B이하,2014
LG화학,051910,A,A,A,B+,2014
LG하우시스,,A,B+,A,A,2014
GS글로벌,001250,B이하,B,B이하,B이하,2014
NH농협증권,,B이하,B,B이하,B이하,2014
NAVER,035420,B+,A,B+,B이하,2014
MH에탄올,023150,B이하,B,B이하,B이하,2014
LS산전,,B+,B+,B+,B+,2014
LS네트웍스,000680,B이하,B,B이하,B이하,2014
LS,006260,B이하,B+,B이하,B이하,2014
LG전자,066570,A,B+,A,A+,2014
LF,093050,B이하,B,B이하,B이하,2014
NI스틸,008260,B이하,C,B이하,B이하,2014
LG이노텍,011070,A,A,A,A,2014
LG유플러스,032640,A,A,B+,A,2014
LG생활건강,051900,A,B+,A,A,2014
LG생명과학,,B+,B+,B+,B이하,2014
LG상사,,B+,B+,B+,B+,2014
LG디스플레이,034220,A,B+,A,A,2014
LG,003550,B+,A,B+,B이하,2014
S&T모티브,,B이하,B,B이하,B이하,2014
NH투자증권,005940,B+,A,B+,B이하,2014
KTB투자증권,,B이하,B,B이하,B이하,2014
KEC,092220,B이하,B,B이하,B+,2014
F&F,383220,B이하,B,B이하,B이하,2014
GKL,114090,B이하,B,B이하,B이하,2014
GS,078930,B이하,B+,B이하,B이하,2014
KPX홀딩스,092230,B이하,B,B이하,B이하,2014
KPX케미칼,025000,B이하,B,B이하,B이하,2014
KPX그린케미칼,,B이하,C,B이하,B+,2014
KISCO홀딩스,001940,B이하,B,B이하,B이하,2014
KGP,,B이하,C,B이하,B이하,2014
KC코트렐,119650,B이하,B,B이하,B+,2014
AJ렌터카,,B이하,C,B이하,B이하,2014
KC그린홀딩스,009440,B이하,B,B이하,B이하,2014
KB캐피탈,,B이하,B+,B이하,B이하,2014
KB손해보험,,A,A+,B+,B이하,2014
KB금융,105560,A,A,B+,A,2014
JW홀딩스,096760,B이하,B,B이하,B이하,2014
JW중외제약,001060,B이하,C,B이하,B이하,2014
GS리테일,007070,B+,B+,B이하,B+,2014
KSS해운,044450,B이하,B+,B이하,B이하,2014
E1,017940,B이하,B+,B이하,B이하,2014
KG케미칼,001390,B이하,C,B이하,B이하,2014
AK홀딩스,006840,B이하,C,B이하,B이하,2014
CS홀딩스,000590,B이하,C,B이하,B이하,2014
BNK금융지주,138930,A,A+,A,B이하,2014
CJ헬로,,B이하,B+,B이하,B이하,2014
DSR제강,069730,B이하,C,B이하,B이하,2014
DRB동일,004840,B이하,C,B이하,B이하,2014
DGB금융지주,139130,A,A,A,A,2014
DB하이텍,000990,B이하,B,B+,B이하,2014
DB금융투자,016610,B이하,B,B이하,B이하,2014
DB,012030,B이하,B,B이하,B이하,2014
DB손해보험,005830,A,A+,B+,B+,2014
CJ제일제당,097950,B+,B,A,A,2014
KR모터스,000040,B이하,B,B이하,B이하,2014
CJ씨푸드,011150,B이하,B,B이하,B이하,2014
CJ대한통운,000120,B+,B+,A,B+,2014
CJ CGV,079160,B이하,C,B+,B이하,2014
CJ,001040,B+,B,A,B+,2014
BYC,001460,B이하,C,B이하,B이하,2014
종근당홀딩스,001630,B이하,B,B이하,B이하,2013
진원생명과학,011000,B이하,C,B이하,B이하,2013
조선내화,000480,B이하,B,B+,B이하,2013
우신시스템,017370,B이하,B,B이하,B이하,2013
진양산업,003780,B이하,C,B이하,B이하,2013
한세예스24홀딩스,016450,B이하,B,B이하,B이하,2013
